row_id,order_id,created_at,item_id,quantity,cust_name,in_or_out,recipe_id,item_name,item_cat,item_size,item_price
426,ORD361,"2024-02-17 07:08:00",It017,1,Tom,out,CDR-CMO-MD,"Cold Mocha","Cold Drinks",Medium,4.00
427,ORD361,"2024-02-17 07:08:00",It023,1,Tom,n/a,SNK-SHC,"Sandwich Ham&Cheese",Snacks,N/A,5.60
428,ORD362,"2024-02-17 07:13:00",It004,1,Ulla,in,HDR-LAT-LG,Latte,"Hot Drinks",Large,3.75
429,ORD363,"2024-02-17 07:18:00",It026,1,Victor,out,NULL,NULL,NULL,NULL,NULL
430,ORD363,"2024-02-17 07:18:00",It020,1,Victor,n/a,CDR-ICT-LG,"Iced Tea","Cold Drinks",Large,3.55
431,ORD364,"2024-02-17 07:23:00",It009,1,Wendy,in,HDR-MOC-MD,Mocha,"Hot Drinks",Medium,4.00
432,ORD365,"2024-02-17 07:28:00",It014,1,Xavier,out,HDR-HCH-LG,"Hot Chocolate","Hot Drinks",Large,4.60
433,ORD365,"2024-02-17 07:28:00",It007,1,Xavier,n/a,HDR-CRM-LG,"Caramel Macchiato","Hot Drinks",Large,4.60
434,ORD366,"2024-02-17 07:34:00",It022,1,Yara,in,CDR-LMN-LG,Lemonade,"Cold Drinks",Large,3.75
435,ORD367,"2024-02-17 07:39:00",It005,1,Zoe,out,HDR-FLT,"Flat White","Hot Drinks",N/A,3.15
436,ORD368,"2024-02-17 07:44:00",It012,1,Amy,in,HDR-WMO-LG,"White Mocha","Hot Drinks",Large,4.70
437,ORD368,"2024-02-17 07:44:00",It018,1,Amy,n/a,CDR-CMO-LG,"Cold Mocha","Cold Drinks",Large,4.60
438,ORD369,"2024-02-17 07:49:00",It027,1,Ben,out,NULL,NULL,NULL,NULL,NULL
439,ORD370,"2024-02-17 07:54:00",It003,1,Cara,in,HDR-LAT-MD,Latte,"Hot Drinks",Medium,3.45
440,ORD371,"2024-02-17 07:59:00",It016,1,Dan,out,CDR-CCF-LG,"Cold Coffee","Cold Drinks",Large,3.75
441,ORD371,"2024-02-17 07:59:00",It008,1,Dan,n/a,HDR-ESP,Espresso,"Hot Drinks",N/A,2.15
442,ORD372,"2024-02-17 08:04:00",It011,1,Eve,in,HDR-WMO-MD,"White Mocha","Hot Drinks",Medium,4.50
443,ORD373,"2024-02-17 08:10:00",It024,1,Finn,out,SNK-SSM,"Sandwich Salami&Mozzarella",Snacks,N/A,5.50
444,ORD374,"2024-02-17 08:15:00",It006,1,Gia,in,HDR-CRM-MD,"Caramel Macchiato","Hot Drinks",Medium,4.20
445,ORD374,"2024-02-17 08:15:00",It021,1,Gia,n/a,CDR-LMN-MD,Lemonade,"Cold Drinks",Medium,3.35
446,ORD375,"2024-02-17 08:20:00",It010,1,Hal,out,HDR-MOC-LG,Mocha,"Hot Drinks",Large,4.60
447,ORD376,"2024-02-17 08:25:00",It025,1,Ida,in,NULL,NULL,NULL,NULL,NULL
448,ORD377,"2024-02-17 08:30:00",It013,1,Jed,out,HDR-HCH-MD,"Hot Chocolate","Hot Drinks",Medium,4.20
449,ORD377,"2024-02-17 08:30:00",It019,1,Jed,n/a,CDR-ICT-MD,"Iced Tea","Cold Drinks",Medium,3.25
450,ORD378,"2024-02-17 08:35:00",It002,1,Kip,in,HDR-CAP-LG,Cappuccino,"Hot Drinks",Large,3.75
451,ORD379,"2024-02-17 08:40:00",It028,1,Lia,out,NULL,NULL,NULL,NULL,NULL
452,ORD380,"2024-02-17 08:45:00",It015,1,Moe,in,CDR-CCF-MD,"Cold Coffee","Cold Drinks",Medium,3.45
453,ORD381,"2024-02-17 08:51:00",It007,1,Nia,out,HDR-CRM-LG,"Caramel Macchiato","Hot Drinks",Large,4.60
454,ORD381,"2024-02-17 08:51:00",It023,1,Nia,n/a,SNK-SHC,"Sandwich Ham&Cheese",Snacks,N/A,5.60
455,ORD382,"2024-02-17 08:56:00",It001,1,Oli,in,HDR-CAP-MD,Cappuccino,"Hot Drinks",Medium,3.45
456,ORD383,"2024-02-17 09:01:00",It017,1,Pam,out,CDR-CMO-MD,"Cold Mocha","Cold Drinks",Medium,4.00
457,ORD384,"2024-02-17 09:06:00",It004,1,Quin,in,HDR-LAT-LG,Latte,"Hot Drinks",Large,3.75
458,ORD384,"2024-02-17 09:06:00",It020,1,Quin,n/a,CDR-ICT-LG,"Iced Tea","Cold Drinks",Large,3.55
459,ORD385,"2024-02-17 09:11:00",It009,1,Rae,out,HDR-MOC-MD,Mocha,"Hot Drinks",Medium,4.00
460,ORD386,"2024-02-17 09:16:00",It026,1,Sam,in,NULL,NULL,NULL,NULL,NULL
461,ORD387,"2024-02-17 09:21:00",It012,1,Ty,out,HDR-WMO-LG,"White Mocha","Hot Drinks",Large,4.70
462,ORD388,"2024-02-17 09:27:00",It018,1,Uma,in,CDR-CMO-LG,"Cold Mocha","Cold Drinks",Large,4.60
463,ORD388,"2024-02-17 09:27:00",It022,1,Uma,n/a,CDR-LMN-LG,Lemonade,"Cold Drinks",Large,3.75
464,ORD389,"2024-02-17 09:32:00",It005,1,Val,out,HDR-FLT,"Flat White","Hot Drinks",N/A,3.15
465,ORD390,"2024-02-17 09:37:00",It011,1,Wes,in,HDR-WMO-MD,"White Mocha","Hot Drinks",Medium,4.50
466,ORD391,"2024-02-17 09:42:00",It027,1,Xi,out,NULL,NULL,NULL,NULL,NULL
467,ORD392,"2024-02-17 09:47:00",It003,1,Yol,in,HDR-LAT-MD,Latte,"Hot Drinks",Medium,3.45
468,ORD393,"2024-02-17 09:52:00",It016,1,Zed,out,CDR-CCF-LG,"Cold Coffee","Cold Drinks",Large,3.75
469,ORD393,"2024-02-17 09:52:00",It024,1,Zed,n/a,SNK-SSM,"Sandwich Salami&Mozzarella",Snacks,N/A,5.50
470,ORD394,"2024-02-17 09:57:00",It008,1,Amy,in,HDR-ESP,Espresso,"Hot Drinks",N/A,2.15
471,ORD394,"2024-02-17 10:08:00",It016,1,Zack,n/a,CDR-CCF-LG,"Cold Coffee","Cold Drinks",Large,3.75
472,ORD395,"2024-02-17 10:24:00",It024,1,Alex,in,SNK-SSM,"Sandwich Salami&Mozzarella",Snacks,N/A,5.50
473,ORD395,"2024-02-17 10:24:00",It008,1,Alex,n/a,HDR-ESP,Espresso,"Hot Drinks",N/A,2.15
474,ORD396,"2024-02-17 10:40:00",It002,1,Brooke,out,HDR-CAP-LG,Cappuccino,"Hot Drinks",Large,3.75
475,ORD397,"2024-02-17 10:56:00",It010,1,Charles,in,HDR-MOC-LG,Mocha,"Hot Drinks",Large,4.60
476,ORD398,"2024-02-17 11:12:00",It005,1,Dana,out,HDR-FLT,"Flat White","Hot Drinks",N/A,3.15
477,ORD399,"2024-02-17 11:28:00",It027,1,Evan,in,NULL,NULL,NULL,NULL,NULL
478,ORD400,"2024-02-17 11:44:00",It013,1,Fiona,out,HDR-HCH-MD,"Hot Chocolate","Hot Drinks",Medium,4.20
479,ORD401,"2024-02-17 12:00:00",It021,1,George,in,CDR-LMN-MD,Lemonade,"Cold Drinks",Medium,3.35
480,ORD402,"2024-02-17 12:16:00",It017,1,Heidi,out,CDR-CMO-MD,"Cold Mocha","Cold Drinks",Medium,4.00
481,ORD403,"2024-02-17 12:00:00",It022,1,Ivy,in,CDR-LMN-LG,Lemonade,"Cold Drinks",Large,3.75
482,ORD404,"2024-02-17 12:07:00",It004,1,Jack,out,HDR-LAT-LG,Latte,"Hot Drinks",Large,3.75
483,ORD404,"2024-02-17 12:07:00",It006,1,Jack,n/a,HDR-CRM-MD,"Caramel Macchiato","Hot Drinks",Medium,4.20
484,ORD405,"2024-02-17 12:14:00",It018,1,Kiera,in,CDR-CMO-LG,"Cold Mocha","Cold Drinks",Large,4.60
485,ORD406,"2024-02-17 12:21:00",It011,1,Leo,out,HDR-WMO-MD,"White Mocha","Hot Drinks",Medium,4.50
486,ORD407,"2024-02-17 12:28:00",It023,1,Mia,in,SNK-SHC,"Sandwich Ham&Cheese",Snacks,N/A,5.60
487,ORD407,"2024-02-17 12:28:00",It025,1,Mia,n/a,NULL,NULL,NULL,NULL,NULL
488,ORD408,"2024-02-17 12:35:00",It009,1,Noah,out,HDR-MOC-MD,Mocha,"Hot Drinks",Medium,4.00
489,ORD409,"2024-02-17 12:42:00",It015,1,Olivia,in,CDR-CCF-MD,"Cold Coffee","Cold Drinks",Medium,3.45
490,ORD410,"2024-02-17 12:49:00",It027,1,Pete,out,NULL,NULL,NULL,NULL,NULL
491,ORD411,"2024-02-17 12:56:00",It003,1,Quinn,in,HDR-LAT-MD,Latte,"Hot Drinks",Medium,3.45
492,ORD412,"2024-02-17 13:03:00",It020,1,Rachel,out,CDR-ICT-LG,"Iced Tea","Cold Drinks",Large,3.55
493,ORD412,"2024-02-17 13:03:00",It014,1,Rachel,n/a,HDR-HCH-LG,"Hot Chocolate","Hot Drinks",Large,4.60
494,ORD413,"2024-02-17 13:10:00",It001,1,Sam,in,HDR-CAP-MD,Cappuccino,"Hot Drinks",Medium,3.45
495,ORD414,"2024-02-17 13:17:00",It008,1,Tina,out,HDR-ESP,Espresso,"Hot Drinks",N/A,2.15
496,ORD415,"2024-02-17 13:24:00",It017,1,Umar,in,CDR-CMO-MD,"Cold Mocha","Cold Drinks",Medium,4.00
497,ORD416,"2024-02-17 13:31:00",It005,1,Vivian,out,HDR-FLT,"Flat White","Hot Drinks",N/A,3.15
498,ORD417,"2024-02-17 13:38:00",It012,1,Wendy,in,HDR-WMO-LG,"White Mocha","Hot Drinks",Large,4.70
499,ORD417,"2024-02-17 13:38:00",It024,1,Wendy,n/a,SNK-SSM,"Sandwich Salami&Mozzarella",Snacks,N/A,5.50
500,ORD418,"2024-02-17 13:45:00",It010,1,Xavier,out,HDR-MOC-LG,Mocha,"Hot Drinks",Large,4.60
501,ORD419,"2024-02-17 13:52:00",It026,1,Yolanda,in,NULL,NULL,NULL,NULL,NULL
502,ORD420,"2024-02-17 13:59:00",It019,1,Zack,out,CDR-ICT-MD,"Iced Tea","Cold Drinks",Medium,3.25
503,ORD421,"2024-02-17 14:06:00",It007,1,Amelia,in,HDR-CRM-LG,"Caramel Macchiato","Hot Drinks",Large,4.60
504,ORD422,"2024-02-17 14:13:00",It002,1,Brad,out,HDR-CAP-LG,Cappuccino,"Hot Drinks",Large,3.75
505,ORD423,"2024-02-17 14:20:00",It013,1,Chloe,in,HDR-HCH-MD,"Hot Chocolate","Hot Drinks",Medium,4.20
506,ORD424,"2024-02-17 14:27:00",It021,1,Derek,out,CDR-LMN-MD,Lemonade,"Cold Drinks",Medium,3.35
507,ORD424,"2024-02-17 14:27:00",It016,1,Derek,n/a,CDR-CCF-LG,"Cold Coffee","Cold Drinks",Large,3.75
508,ORD425,"2024-02-17 14:34:00",It028,1,Eva,in,NULL,NULL,NULL,NULL,NULL
509,ORD426,"2024-02-17 14:41:00",It009,1,Fred,out,HDR-MOC-MD,Mocha,"Hot Drinks",Medium,4.00
510,ORD427,"2024-02-17 14:48:00",It006,1,Gina,in,HDR-CRM-MD,"Caramel Macchiato","Hot Drinks",Medium,4.20
511,ORD428,"2024-02-17 14:55:00",It023,1,Hugh,out,SNK-SHC,"Sandwich Ham&Cheese",Snacks,N/A,5.60
512,ORD429,"2024-02-17 15:02:00",It018,1,Iris,in,CDR-CMO-LG,"Cold Mocha","Cold Drinks",Large,4.60
513,ORD429,"2024-02-17 15:02:00",It011,1,Iris,n/a,HDR-WMO-MD,"White Mocha","Hot Drinks",Medium,4.50
514,ORD430,"2024-02-17 15:23:00",It015,1,Liam,out,CDR-CCF-MD,"Cold Coffee","Cold Drinks",Medium,3.45
515,ORD431,"2024-02-17 15:39:00",It027,1,Mia,in,NULL,NULL,NULL,NULL,NULL
516,ORD432,"2024-02-17 15:55:00",It009,1,Fred,out,HDR-MOC-MD,Mocha,"Hot Drinks",Medium,4.00
517,ORD433,"2024-02-17 16:11:00",It023,1,Gina,in,SNK-SHC,"Sandwich Ham&Cheese",Snacks,N/A,5.60
518,ORD434,"2024-02-17 16:27:00",It006,1,Hugh,out,HDR-CRM-MD,"Caramel Macchiato","Hot Drinks",Medium,4.20
519,ORD435,"2024-02-17 16:43:00",It018,1,Iris,in,CDR-CMO-LG,"Cold Mocha","Cold Drinks",Large,4.60
520,ORD436,"2024-02-17 16:59:00",It002,1,Jack,out,HDR-CAP-LG,Cappuccino,"Hot Drinks",Large,3.75
521,ORD437,"2024-02-17 17:00:00",It026,1,Kiera,in,NULL,NULL,NULL,NULL,NULL
